0.43832,0.068388,0.12624,0.69619,0.3141,0.29366,0.6927,0.46476,0.20032,0.94893,0.65382,0.58514,0.47242,0.14721,0.74924,0.50989
0.45703,0.80149,0.47577,0.66588,0.63735,0.75775,0.7181,0.60304,0.44184,0.66923,0.60121,0.53958,0.17022,0.76944,0.51254,0.77488
0.57074,0.35482,0.71706,0.67214,0.31764,0.60553,0.45209,0.30464,0.82922,0.2111,0.32718,0.33459,0.16031,0.10793,0.59807,0.71723
0.82271,0.59225,0.60264,0.20016,0.63242,0.36194,0.65751,0.96222,0.044409,0.62787,0.40076,0.41854,0.60788,0.64223,0.76593,0.64791
0.15823,0.98723,0.59687,0.69769,0.14274,0.92914,0.40169,0.30163,0.17831,0.3257,0.49686,0.23138,0.43979,0.45956,0.91483,0.43707
0.49348,0.2781,0.44059,0.33907,0.43947,0.78581,0.10423,0.72151,0.07182,0.78375,0.90536,0.43959,0.57383,0.57489,0.28738,0.5136
0.52995,0.73316,0.49164,0.71022,0.80081,0.040178,0.58713,0.84393,0.16634,0.35141,0.80442,0.64669,0.81472,0.38656,0.57326,0.87967
0.93957,0.30083,0.34661,0.75015,0.057053,0.63957,0.37435,0.56113,0.31497,0.18441,0.42343,0.57776,0.78507,0.63887,0.50291,0.59109
0.40549,0.44316,0.52485,0.14141,0.61109,0.52008,0.35313,0.56215,0.079289,0.77418,0.99614,0.4863,0.38714,0.70535,0.472,0.58992
0.52035,0.63046,0.58843,0.47172,0.49599,0.65082,1,0.37834,0.60561,0.75275,0.70979,0.49702,0.89515,0.53917,0.42605,0.69053
0.94574,0.51625,0.93647,0.48585,0.17956,0.84796,0,0.68406,0.13038,0.69561,0.43195,0.81476,0.81184,0.86925,0.97229,0.11609
0.42955,0.76931,0.45354,0.79412,0.74128,0.73466,0.24992,0.31931,0.23396,0.7788,0.614,0.63862,0.27704,0.51115,0.13263,0.2707
0.45585,0.28403,0.17051,0.061885,0.49885,0.42825,0.6787,0.99365,0.26523,0.24565,0.39954,0.10759,0.59315,0.62969,0.74782,0.6911
0.24718,0.59662,0.57641,0.58839,0.59091,0.19445,0.49675,0.10035,0.50468,0.91151,0.4653,0.97552,0.69112,0.77197,0.33353,0.25246
0.75764,0.46246,0.538,0.99658,0.39476,0.70344,0.54573,0.29073,0.54199,0.76865,0.6728,0.42053,0.59227,0.025331,0.14737,0.92115
0.099148,0.26379,0.68032,0.67086,0.48083,0.19398,0.62103,0.90078,0.6435,0.65084,0.28819,0.39625,0.88107,0.77433,0.53037,0.56844
